Author,Year,DOI,Male,Female
"Lynch, Periard, Pluim, Brotherhood and Jay",2018,10.1016/j.jsams.2017.05.017,9,
"Macrae, Rossi, Psikuta, Spengler and Annaheim",2018,10.1088/1361-6579/aaca85,12,
"Maley, Minett, Bach, Zietek, Stewart and Stewart",2018,10.1371/journal.pone.0191416,10,
"Malgoyre, Tardo-Dino, Koulmann, Lepetit, Jousseaume and Charlot",2018,10.1016/j.jtherbio.2018.08.017,55,
"Maroni, Dawson, Barnett, Guelfi, Brade, Naylor, Brydges and Wallman",2018,10.1080/17461391.2018.1425484,12,
"Maroni, Dawson, Dennis, Naylor, Brade and Wallman",2018,,12,
"Martinez-Nicolas, Madrid, Garcia, Campos, Moreno-Casbas, Almaida-Pagan, Lucas-Sanchez and Rol",2018,10.1038/s41598-018-33195-3,42,46
"Mcclelland, Godek, Chlad, Feairheller and Morrison",2018,10.1519/jsc.0000000000002027,17,
"Mcquerry, Barker and Denhartog",2018,10.1016/j.apergo.2018.03.004,8,
"Mcquillan, Casadio, Dulson, Laursen and Kilding",2018,10.1123/ijspp.2016-0793,8,
"Mee, Peters, Doust and Maxwell",2018,10.1016/j.jsams.2017.06.024,,9
"Mejuto, Chalmers, Gilbert and Bentley",2018,10.1016/j.jtherbio.2018.01.012,7,
"Miller, Di Mango and Katt",2018,10.4085/1062-6050-398-17,10,
"Morris, Winchester, Jackson, Tomes, Neal, Wilcoxen, Chander and Arnett",2018,10.1080/10803548.2018.1482053,10,
"Morrison, Desai, Mcguigan, Lennon and Godek",2018,10.1097/jsm.0000000000000505,12,
"Mueller, Fischer, Herger, Nuesch, Egloff, Itin, Cajacob, Brandt and Mundermann",2018,10.1111/exd.13776,,20
"Naito, Sagayama, Akazawa, Haramura, Tasaki and Takahashi",2018,10.1080/23328940.2018.1475989,7,
"Nayak, Zhang, Mao, Xu, Zhang, Pack, Dong and Huang",2018,10.3390/brainsci8040074,7,
"Ng, Wingo, Bishop, Casey and Aldrich",2018,10.3357/amhp.4975.2018,8,
"Notley, Meade, D’souza, Friesen and Kenny",2018,,9,
"Nutong, Mungthin, Hatthachote, Ukritchon, Imjaijit, Tengtrakulcharoen, Panichkul, Putwatana, Prapaipanich and Rangsin",2018,10.1371/journal.pone.0203428,809,
"Oliveira, Marins, Da Silva, Brito, Moreira and Sillero-Quintana",2018,,16,
"Otani, Kaya, Tamaki, Goto, Goto and Shirato",2018,10.1080/07420528.2018.1448855,8,
"Otani, Kaya, Tamaki, Watson and Maughan",2018,10.1139/apnm-2017-0448,8,
"Ou-Yang, Meyer, Houser and Grove",2018,10.1111/ics.12440,,24
Parris and Tyler,2018,10.4085/1062-6050-417-17,10,
"Pullinger, Oksa, Brocklehurst, Iveson, Newlove, Burniston, Doran, Waterhouse and Edwards",2018,10.1080/07420528.2018.1444626,12,
"Pullinger, Oksa, Clark, Guyatt, Newlove, Burniston, Doran, Waterhouse and Edwards",2018,10.1080/07420528.2018.1454938,12,
"Quinn, Kim, Seo and Coca",2018,10.1017/s1049023x18000328,6,
"Quinn, Seo, Yorio, Aljaroudi, Coca, Kim, Roberge and Jon Williams",2018,10.1080/00140139.2018.1497207,24,
"Ravanelli, Coombs, Imbeault and Jay",2018,10.1249/mss.0000000000001439,9,9
"Relf, Willmott, Mee, Gibson, Saunders, Hayes and Maxwell",2018,10.1080/02640414.2017.1306652,,9
"Robertson, Pullinger, Robinson, Smith, Burniston, Waterhouse and Edwards",2018,10.1080/07420528.2018.1485685,30,
"Rodriguez-Sanz, Becerro-De-Bengoa-Vallejo, Losa-Iglesias, Martinez-Jimenez, Munoz-Garcia, Perez-Boal, Calvo-Lobo and Lopez-Lopez",2018,10.3390/jcm7110454,98,
"Roussey, Gruet, Vercruyssen, Louis, Vallier and Bernard",2018,10.1016/j.jtherbio.2018.07.006,11,
"Russell, Tucker, Cook, Giroud and Kilduff",2018,10.1016/j.jsams.2017.06.005,20,
"Saycell, Lomax, Massey and Tipton",2018,10.1136/bjsports-2017-098914,9,2
"Schermann, Craig, Yanovich, Itay, Kalmanovich and Yanovich",2018,,175,
"Schleh, Ruby and Dumke",2018,10.1016/j.jtherbio.2018.10.004,13,
"Schlicht, Caruso, Denby, Matias, Dudar and Ives",2018,10.1097/jom.0000000000001436,11,
"Schmit, Duffield, Hausswirth, Brisswalter and Le Meur",2018,10.1123/ijspp.2017-0007,29,
"Schubert, Clark, De La Rosa and Newcomer",2018,10.1016/j.ctcp.2018.07.003,4,23
"Sheahen, Fell, Zadow, Hartley and Kitic",2018,10.1139/apnm-2018-0057,12,
"Shilaih, Goodale, Falco, Kubler, De Clerck and Leeners",2018,10.1042/bsr20171279,,136
"Smith, Butts, Adams, Tucker, Moyen, Ganio and Mcdermott",2018,10.1123/jsr.2016-0116,13,13
Snipe and Costa,2018,10.1016/j.jsams.2017.12.014,6,6
"Snipe, Khoo, Kitic, Gibson and Costa",2018,10.1007/s00421-017-3781-z,6,4
"Snipe, Khoo, Kitic, Gibson and Costa",2018,10.1055/s-0043-122742,6,4
"Sol, Ruby, Gaskill, Dumke and Domitrovich",2018,10.1016/j.wem.2018.03.006,116,15
"Stacey, Delves, Woods, Britland, Macconnachie, Allsopp, Brett, Fallowfield and Boos",2018,10.1007/s00421-017-3758-y,23,
"Stacey, Woods, Brett, Britland, Fallowfield, Allsopp and Delves",2018,10.14814/phy2.13851,13,
"Stay, Cort, Ward, Kountouris, Orchard, Holland and Saw",2018,10.3390/sports6040164,38,
"Stephens, Halson, Miller, Slater and Askew",2018,10.1080/02640414.2017.1355062,27,
"Stephens, Halson, Miller, Slater, Chapman and Askew",2018,10.1123/ijspp.2017-0083,20,
"Suvi, Mooses, Timpmann, Medijainen, Naroskina, Unt and Oopik",2018,10.1139/apnm-2017-0584,20,
"Szymanski, Gillum, Gould, Morin and Kuennen",2018,10.1152/japplphysiol.00515.2017,6,2
"Timpmann, Hackney, Tamm, Kreegipuu, Unt and Oopik",2018,10.1139/apnm-2017-0372,20,
"Tomova-Simitchieva, Lichterfeld-Kottner, Blume-Peytavi and Kottner",2018,10.1111/iwj.12883,,15
"Tornero-Aguilera, Robles-Perez and Clemente-Suarez",2018,10.1007/s10916-018-0929-2,49,
"Trecroci, Formenti, Ludwig, Gargano, Bosio, Rampinini and Alberti",2018,10.7717/peerj.4438,10,
"Trotter, Pizzey, Batterson, Jacobs and Pearson",2018,10.1152/ajpregu.00182.2018,9,2
"Vargas, Chapman, Johnson, Gathercole and Schlader",2018,10.1152/ajpregu.00178.2018,8,8
"Vargas, Chapman, Sackett, Abdul-Rashed, Mcbryde, Johnson, Gathercole and Schlader",2018,10.1016/j.physbeh.2018.02.001,6,6
"Vincent, Ferguson, Larsen, Ridgers, Snow and Aisbett",2018,10.1007/s00420-018-1304-9,26,5
"Waldock, Hayes, Watt and Maxwell",2018,10.1016/j.puhe.2018.04.012,17,10
"Watkins, Gibbons, Dellas, Hayes, Watt and Richardson",2018,10.1016/j.jtherbio.2018.09.001,18,
"Watkins, Hayes, Watt and Richardson",2018,10.1016/j.apergo.2018.01.011,11,
"Weigert, Nitzsche, Kunert, Losch and Schulz",2018,10.1016/j.jtherbio.2018.05.009,38,
"Welles, Buller, Looney, Rumpler, Gribok and Hoyt",2018,10.1016/j.jtherbio.2017.12.007,11,4
"Willmott, Gibson, James, Hayes and Maxwell",2018,10.1080/23328940.2018.1426949,6,4
"Willmott, Hayes, James, Dekerle, Gibson and Maxwell",2018,10.14814/phy2.13936,40,
Wilson,2018,10.1016/j.jtherbio.2018.08.006,26,2
"Yanaoka, Hamada, Kashiwabara, Kurata, Yamamoto, Miyashita and Hirose",2018,10.1519/jsc.0000000000002781,11,
"Zimmermann, Landers, Wallman and Kent",2018,10.1123/ijspp.2016-0766,15,
"Zurawlew, Mee and Walsh",2018,10.1123/ijspp.2017-0620,10,
"Zurawlew, Mee and Walsh",2018,10.3389/fphys.2018.01824,13,
"Iturricastillo, Yanci and Granados",2018,10.1123/apaq.2016-0139,13,
"Acosta, Martinez-Tellez, Blondin, Haman, Rensen, Llamas-Elvira, Martinez-Nicolas and Ruiz",2019,10.1177/0748730419865400,20,57
"Adams, Casa, Huggins, Demartini-Nolan, Stearns, Kennedy, Bosworth, Distefano, Armstrong and Maresh",2019,10.1519/jsc.0000000000001831,12,
"Adams, Scott, Brand, Suh, Seal, Mcdermott, Ganio and Kavouras",2019,10.1111/sms.13386,11,
"Ajjimaporn, Chaunchaiyakul, Pitsamai and Widjaja",2019,10.1519/jsc.0000000000003017,9,
"Akbas, Unver and Erdem",2019,10.1159/000497618,,210
"Aldous, Chrismas, Akubat, Stringer, Abt and Taylor",2019,10.1080/17461391.2018.1498542,8,
"Allen, Huang, Morris, Chaseling, Frohman, Jay and Davis",2019,10.1249/mss.0000000000001821,3,9
"Ami, Toshihito, Tomonori, Hiroyuki, Koichi, Hiroki, Tomoyuki, Kazuhiko, Masahiro, Yoshi-Ichiro and Fumihiro",2019,,6,
"Aritake-Okada, Tanabe, Mochizuki, Ochiai, Hibi, Kozuma, Katsuragi, Ganeko, Takeda and Uchida",2019,10.1152/japplphysiol.00765.2018,14,
"Bach, Maley, Minett, Zietek, Stewart and Stewart",2019,10.3389/fphys.2019.00424,30,
"Barwood, Kupusarevic and Goodall",2019,10.1123/ijspp.2018-0561,8,
"Boynton, Danner, Menaspa, Peiffer and Abbiss",2019,10.1123/ijspp.2018-0689,11,
"Bradley, Miller, Wiese and Novak",2019,10.1519/jsc.0000000000003330,12,
"Brazaitis, Paulauskas, Eimantas, Daniuseviciute, Volungevicius and Skurvydas",2019,10.1080/02656736.2018.1533650,20,
"Bright, Chaseling, Jay and Morris",2019,10.1016/j.jsams.2018.09.225,8,4
"Brotherton, Moseley, Langan-Evans, Pullinger, Robertson, Burniston and Edwards",2019,10.1080/07420528.2018.1552702,15,
"Burfield, Carkeet and Ostrin",2019,10.1167/iovs.19-26711,14,28
Byrne and Lee,2019,10.1123/ijspp.2018-0506,24,
"Campa, Gatterer, Lukaski and Toselli",2019,10.1123/ijspp.2018-0676,10,
"Castro-Sepulveda, Cancino, Fernández-Verdejo, Pérez-Luco, Jannas-Vela, Ramirez-Campillo, Coso and Zbinden-Foncea",2019,,22,
"Cernych, Baranauskiene, Vitkauskiene, Satas and Brazaitis",2019,10.1016/j.humov.2018.11.009,16,
"Chaen, Onitsuka and Hasegawa",2019,10.3389/fphys.2019.00711,8,
"Chalmers, Siegler, Lovell, Lynch, Gregson, Marshall and Jay",2019,10.1016/j.jsams.2019.04.009,12,
"Chan, Yang, Wong, Yam, Wong and Song",2019,10.1519/JSC.0000000000001837,10,
"Charkoudian, Mitchell, Yurkevicius, Luippold, Bradbury and Kenefick",2019,10.1152/ajpregu.00143.2019,11,2
"Che Muhamed, Yusof, Stannard, Mundel and Thompson",2019,10.3389/fphys.2019.00507,9,
"Choo, Peiffer, Lopes-Silva, Mesquita, Amano, Kondo and Abbiss",2019,10.1371/journal.pone.0212966,22,
"Chou, Akins, Crawford, Allen and Coyle",2019,10.1249/mss.0000000000002029,9,
"Chowdhury, Tjondronegoro, Chandran, Zhang and Trost",2019,10.3390/s19204509,17,5
"Cramer, Moralez, Huang, Kouda, Poh and Crandall",2019,10.1249/mss.0000000000002160,9,
"Cramer, Moralez, Huang, Kouda, Poh and Crandall",2019,10.1249/mss.0000000000002184,18,4
"De Blasiis, Mauvieux, Elsworth-Edelsten, Peze, Jouffroy and Hurdiel",2019,10.1016/j.wem.2019.06.001,1,
"De Nardi, Silvani, Ruggeri, Luzi, La Torre and Codella",2019,10.1016/j.cryobiol.2019.03.002,,50
De Rome,2019,10.1016/j.aap.2019.04.011,12,
"Deshayes, De La Flore, Gosselin, Beliveau, Jeker and Goulet",2019,10.3390/sports7090198,11,
"Diaz-Piedra, Gomez-Milan and Di Stasi",2019,10.1016/j.apergo.2019.06.001,6,6
"Doma, Nicholls, Gahreman, Damas, Libardi and Sinclair",2019,10.1186/s40798-019-0195-y,10,
"Egaña, Jordan and Moriarty",2019,10.1016/j.jsams.2019.07.002,10,
"English, Mavros and Jay",2019,10.1016/j.physbeh.2019.112567,9,3
"Fairbank, Highton and Twist",2019,10.1519/jsc.0000000000003061,13,
"Faulkner, Broekhuijzen, Raccuglia, Hupperets, Hodder and Havenith",2019,10.1123/ijspp.2018-0310,9,
"Ferguson, Barthel, Pruett, Buckingham and Waaso",2019,10.1249/mss.0000000000001997,6,6
"Fiorenza, Lemminger, Marker, Eibye, Iaia, Bangsbo and Hostrup",2019,10.1096/fj.201900106RRR,20,
"Fujii, Kashihara, Kenny, Honda, Fujimoto, Cao and Nishiyasu",2019,10.1152/japplphysiol.00562.2018,11,
"Fujimoto, Tsuji, Sasaki, Dobashi, Sengoku, Fujii and Nishiyasu",2019,10.1152/ajpregu.00203.2018,8,
"Furr, Warner, Copeland, Robles-Rodríguez, Ponce-González, Nessler and Newcomer",2019,,38,10
"Furr, Warner, Copeland, Robles-Rodríguez, Ponce-González, Nessler and Newcomer",2019,,38,10
"Galan-Carracedo, Suarez-Segade, Guerra-Balic and Oviedo",2019,10.3390/ijerph16162869,79,
"Georgiou, Dimov, Boyanov, Zografos, Larentzakis and Marinov",2019,10.2478/folmed-2019-0001,21,
"Gerhart, Seo, Vaughan, Followay, Barkley, Quinn, Kim and Glickman",2019,10.1007/s00421-019-04144-3,10,
"Gil-Calvo, Priego-Quesada, Jimenez-Perez, Lucas-Cuevas and Perez-Soriano",2019,10.1088/1361-6579/ab1c8c,18,6
"Gorlova, Ichiba, Nishimaru, Takamura, Matsumoto, Hori, Nagashima, Tatsuse, Ono and Nishijo",2019,10.3389/fneur.2019.00066,,20
"Gosselin, Beliveau, Hamel, Casa, Hosokawa, Morais and Goulet",2019,10.1016/j.jtherbio.2019.05.010,10,3
"Hadzic, Sirok, Malnersic and Coh",2019,10.1016/j.jshs.2015.08.002,1,
"Hanson, Martinez, Byl, Maceri and Miller",2019,10.1123/ijspp.2018-0263,6,4
"Hayashi, Ito, Ichikawa and Suzuki",2019,10.1139/apnm-2018-0069,9,
"Herrera-Valenzuela, Ibieta, Fuentes, Saez-Madain, Lopez, Verdugo, Ramirez-Campillo, Valdes-Badilla, Pardo, Franchini and Orihuela",2019,,5,5
"Hess, Schlader, Russo, Clemency and Hostler",2019,,9,
"Hohenauer, Costello, Deliens, Clarys, Stoop and Clijsen",2019,10.1111/sms.13593,,28
Hormeno-Holgado and Clemente-Suarez,2019,10.1007/s10916-019-1171-2,46,
Hu and Maeda,2019,10.1111/ina.12628,10,
"Hunt, Buller, Maley, Costello and Stewart",2019,10.1186/s40779-019-0208-7,10,
"Hunt, Stewart and Billing",2019,10.1080/15459624.2019.1666211,9,
Hurrie and Giesbrecht,2019,10.1139/apnm-2019-0189,6,3
"Ingraham, Ferris and Remy",2019,10.1152/japplphysiol.00714.2018,8,2
"Ito, Yamashita, Ishihara and Matsumoto",2019,10.23736/s0022-4707.19.09865-7,12,
"Kim, Bae and Lee",2019,10.2486/indhealth.2018-0205,10,
"Kim, Seo, Quinn, Yorio and Roberge",2019,10.1080/02656736.2019.1627430,19,
"Kirby, Lucas and Lucas",2019,10.3389/fphys.2019.00539,,8
"Komarzynski, Bolborea, Huang, Finkenstadt and Levi",2019,10.1172/jci.insight.130423,15,18
"Lasselin, Sundelin, Wayne, Olsson, Paues Goranson, Axelsson and Lekander",2019,10.1016/j.bbi.2019.11.019,12,7
"Lei, Cotter, Schlader, Stannard, Perry, Barnes and Mundel",2019,10.1113/jp276233,,10
"Leoz-Abaurrea, Tam and Aguado-Jimenez",2019,10.1016/j.jshs.2016.01.008,12,4
Levine and Buono,2019,10.1016/j.jtherbio.2019.06.006,5,5
Logan-Sprenger,2019,10.1016/j.jtherbio.2018.12.003,3,3
"Loibner, Hagauer, Schwantzer, Berghold and Zatloukal",2019,10.1371/journal.pone.0210775,10,9
"Lok, Van Koningsveld, Gordijn, Beersma and Hut",2019,10.1111/jpi.12583,5,5
"Looney, Long, Potter, Xu, Friedl, Hoyt, Chalmers, Buller and Florian",2019,10.1080/23328940.2019.1599182,21,
"Macartney, Meade, Notley, Herry, Seely and Kenny",2019,10.1249/mss.0000000000002136,11,
"Macedo Moraes, Paulinelli-Júnior, Teixeira-Coelho, Da Cunha Peixoto Cançado, Penna Wanner, Heleno Chagas and Dias Soares",2019,,9,
"Mallette, Green, Hodges, Fernley, Gabriel, Holmes and Cheung",2019,10.1007/s00421-019-04112-x,12,4
"Marsza_ek, Grabowska and ___ak",2019,10.1080/10803548.2018.1450546,6,
"Mccleave, Slattery, Duffield, Saunders, Sharma, Crowcroft and Coutts",2019,10.1123/ijspp.2018-0399,22,
"Mccubbin, Lopez, Cox, Caldwell Odgers and Costa",2019,10.1007/s00421-019-04199-2,15,
"Meade, Fujii, Mcgarr, Alexander, Boulay, Sigal and Kenny",2019,10.1152/japplphysiol.00657.2018,18,
"Melau, Mathiassen, Stensrud, Tipton and Hisdal",2019,10.3390/sports7060130,12,8
"Miller, Sargent, Roach, Scanlan, Vincent and Lastella",2019,10.1080/17461391.2019.1611934,12,
"Miranda Hurtado, Meza Valladares, Eblen-Zajjur and Rodriguez-Fernandez",2019,10.1089/acm.2018.0261,,16
"Molzof, Prapanjaroensin, Patel, Mokashi, Gamble and Patrician",2019,10.1016/j.nlm.2019.01.002,,30
"Moran-Navarro, Courel-Ibanez, Martinez-Cava, Conesa-Ros, Sanchez-Pay, Mora-Rodriguez and Pallares",2019,10.1007/s10439-018-02115-x,12,
"Moreira-Marconi, Moura-Fernandes, Lopes-Souza, Teixeira-Silva, Reis-Silva, Marchon, Guedes-Aguiar, Paineiras-Domingos, Sá-Caputo, Morel, Dionello, De-Carvalho, Pereira, Francisca-Santos, Silva-Costa, Olímpio-Souza, Lemos-Santos, Asad, Xavier, Taiar, Sonza, Seixas, Cochrane and Bernardo-Filho",2019,10.1371/journal.pone.0212512,7,15
"Morris, Chaseling, Bain and Jay",2019,10.1152/ajpregu.00028.2018,20,
"Moss, Bayne, Castelli, Naughton, Reeve, Trangmar, Mackenzie and Tyler",2019,10.1007/s00421-019-04269-5,13,3
"Muia, Mcgarr, Schmidt, Fujii, Amano and Kenny",2019,10.1113/ep088115,20,
"Mundel, Houltham, Barnes and Stannard",2019,10.3389/fphys.2019.00292,10,
"Oates, Campbell, Iglesias, Price, Muniz-Pumares and Bottoms",2019,,8,
"Opichka, Shute, Marshall and Slivka",2019,10.1016/j.cryobiol.2019.08.007,11,
"Osborne, Stewart, Beagley and Minett",2019,10.1007/s00421-019-04172-z,8,
"Otani, Kaya, Tamaki, Goto and Maughan",2019,10.1016/j.physbeh.2018.11.029,10,
"Otani, Kaya, Tamaki, Hosokawa and Lee",2019,10.1007/s00484-019-01791-1,8,
"Page, Jeffries and Waldron",2019,10.1080/17461391.2019.1578417,11,
"Palejwala, Wallman, Ward, Yam, Maroni, Parker and Wood",2019,10.1371/journal.pone.0222923,8,9
"Park, Shin and Lee",2019,10.1016/j.jtherbio.2018.11.010,8,
"Perez-Guarner, Priego-Quesada, Oficial-Casado, Cibrian Ortiz De Anda, Carpes and Palmer",2019,10.1088/1361-6579/ab0fdc,11,6
"Periard, Houtkamp, Bright, Daanen, Abbiss, Thompson and Clark",2019,10.1113/ep087864,9,
"Pethick, Murray, Mcfadyen, Brodie, Gaul and Stellingwerff",2019,10.1111/sms.13319,30,3
"Piil, Mikkelsen, Junge, Morris and Nybo",2019,10.3390/ijerph16050716,13,
"Potter, Hunt, Cadarette, Fogarty, Srinivasan, Santee, Blanchard and Looney",2019,10.1016/j.compbiomed.2019.02.004,8,
"Priego-Quesada, Oficial-Casado, Gandia-Soriano and Carpes",2019,10.1016/j.jtherbio.2019.07.035,10,
"Pryor, Pryor, Vandermark, Adams, Brodeur, Armstrong, Lee, Maresh, Anderson and Casa",2019,10.1016/j.jsams.2019.06.003,17,
"Pullinger, Robertson, Oakley, Hobbs, Hughes, Burniston and Edwards",2019,10.1080/07420528.2018.1552596,10,
"Qian, Scheer, Hu and Shea",2019,10.1093/sleep/zsz253,6,6
"Racinais, Moussay, Nichols, Travers, Belfekih, Schumacher and Periard",2019,10.1136/bjsports-2018-099881,19,21
"Ravanelli, Coombs, Imbeault and Jay",2019,10.1152/japplphysiol.00220.2019,6,2
"Reeve, Gordon, Laursen, Lee and Tyler",2019,10.1123/ijspp.2018-0537,23,
"Resuehr, Wu, Johnson, Young, Hogenesch and Gamble",2019,10.1177/0748730419826694,,17
"Rivas, Crandall, Suman, Moustaid-Moussa and Ben-Ezra",2019,10.1016/j.jtherbio.2019.07.017,8,5
"Rojas-Valverde, Sánchez-García, Sáez-Ulloa and Gutiérrez-Vargas",2019,,10,
"Romero-Moraleda, Coso, Gutierrez-Hellin, Ruiz-Moreno, Grgic and Lara",2019,10.2478/hukin-2019-0061,,13
"Roossien, Heus, Reneman and Verkerke",2019,10.1016/j.apergo.2019.103001,10,1
"Saldaris, Landers and Lay",2019,,9,
"Saldaris, Landers and Lay",2019,10.1123/ijspp.2019-0234,11,
"Saldaris, Landers, Lay and Zimmermann",2019,10.1016/j.jtherbio.2019.02.012,10,
"Sampaio, Jesus, Medeiros and Cavalcanti",2019,,32,
"Sandage, Wang and Cao",2019,10.1016/j.jvoice.2019.08.020,7,3
"Sarafian, Charrière, Maufrais and Montani",2019,10.3389/fphys.2019.01183,12,
"Saycell, Lomax, Massey and Tipton",2019,10.1136/bjsports-2018-099978,6,6
"Seo, Powell, Strauch, Roberge, Kenny and Kim",2019,10.1080/15459624.2019.1612523,12,
"Shibasaki, Namba, Kamijo, Ito, Kakigi and Nakata",2019,10.14814/phy2.14003,15,
"Shimose, Tadano, Sugawara, Seki, Naito, Yona, Tajima, Uchiyama and Muro",2019,10.1080/08990220.2019.1689117,10,7
Smith and Havenith,2019,10.1080/23328940.2019.1570777,6,
"Smith, Muggeridge, Easton and Ross",2019,10.1007/s00421-018-04063-9,12,
"Sotiridis, Debevec, Ciuha, Eiken and Mekjavic",2019,10.1113/ep087268,12,
"Sotiridis, Miliotis, Ciuha, Koskolou and Mekjavic",2019,10.1007/s00421-019-04215-5,8,
"Stephenson, Hoekstra, Tolfrey and Goosey-Tolfrey",2019,10.1123/ijspp.2019-0116,17,11
"Suter, Miller, Anggraeni, Ebi, Game, Krenz, Masuda, Sheppard, Wolff and Spector",2019,10.1088/1748-9326/ab2b53,171,192
"Tan, Low, Stephenson, Kok, Nolte, Soong and Lee",2019,10.1152/japplphysiol.00081.2019,10,
Taylor and Miller,2019,10.4085/1062-6050-175-18,12,
"Taylor, Stevens, Thornton, Poulos and Chrismas",2019,10.1123/ijspp.2018-0821,12,
"Taylor, Thornton, Lumley and Stevens",2019,10.1080/17461391.2018.1527949,17,
"Teo, Kanaley, Guelfi, Marston and Fairchild",2019,10.1249/mss.0000000000002139,9,11
"Thomas, Cullen, Davies, Hetherton, Duncan and Gerrett",2019,10.1007/s00421-019-04173-y,10,
"Tokizawa, Son, Oka and Yasuda",2019,10.2486/indhealth.2018-0182,8,
Tornero-Aguilera and Clemente-Suarez,2019,10.3357/amhp.5217.2019,11,10
"Tumilty, Adhia, Smoliga and Gisselman",2019,10.1016/j.ptsp.2019.01.009,10,7
"Valenza, Bianco and Filingeri",2019,10.1113/jp277928,10,10
"Valenzuela, Martin-Candilejo, Sanchez-Martinez, Bouzas Marins, De La Villa and Sillero-Quintana",2019,10.1519/jsc.0000000000003104,16,
"Van Delden, Bongers, Broekens, Daanen and Eijsvogels",2019,10.1080/23328940.2018.1540964,3,4
Varadaraju and Srinivasan,2019,10.1016/j.apergo.2018.02.013,10,
"Vargas, Chapman, Johnson, Gathercole and Schlader",2019,10.1152/japplphysiol.00992.2018,10,10
"Vargas, Chapman, Johnson, Gathercole, Cramer and Schlader",2019,10.1152/japplphysiol.00379.2019,6,6
"Vargas, Chapman, Sackett, Johnson, Gathercole and Schlader",2019,10.1249/mss.0000000000001756,10,10
"Vesela, Kingma, Frijns and Van Marken Lichtenbelt",2019,10.1016/j.jtherbio.2019.07.033,10,9
"Vieluf, Hasija, Jakobsmeyer, Schreier and Reinsberger",2019,10.3389/fphys.2019.00240,19,
"Vieluf, Scheer, Hasija, Schreier and Reinsberger",2019,10.1080/15438627.2019.1665522,13,
"Warner, Nessler and Newcomer",2019,10.3390/sports7060145,,27
"Watkins, Hayes, Watt and Richardson",2019,10.1080/15459624.2018.1531132,14,2
"West, Tarrier, Hodder and Havenith",2019,10.1080/00140139.2019.1657185,,14
"Wilkinson, Matias, Eddy, Soares, King and Smith",2019,10.1016/j.apergo.2019.102966,52,
"Wingo, Ng, Katica and Carter",2019,10.1080/23328940.2019.1657344,8,
Wohlfert and Miller,2019,10.3357/amhp.5194.2019,6,6
"Yamazaki, Sato, Yamashiro, Nakano, Onishi and Maruyama",2019,10.3389/fphys.2019.01361,7,15
"Yanovich, Ketko, Muginshtein-Simkovitch, Yanovich, Eliyahu, Fleischmann, Atias-Varon, Waissengrin, Makranz and Heled",2019,10.1080/02701367.2019.1599799,,33
"Yuan, Li, Wei and Yang",2019,10.1016/j.jtherbio.2019.102451,5,
"Yuki, Youngju, Nobuhiko, Insung, Fusae, Makoto, Kumpei and Seiji",2019,,8,
"Zare, Dehghan, Yazdanirad and Khoshakhlagh",2019,10.1016/j.shaw.2019.01.004,15,
"Zurawlew, Mee and Walsh",2019,10.3389/fphys.2019.01080,16,
"Au, Kamijo, Goosey-Tolfrey, Leicht, Macdonald, Mukai and Tajima",2019,10.1038/s41393-019-0257-5,17,
"Belinchón-Demiguel, Ruisoto-Palomera and Clemente-Suárez",2019,10.1007/s10916-019-1188-6,,1
"Diment, Thompson and Bergmann",2019,10.1016/j.clinbiomech.2019.07.020,25,5
"Forsyth, Miller, Pumpa, Thompson and Jay",2019,10.1249/mss.0000000000001978,31,
Horiuchi and Fukuoka,2019,10.1038/s41393-019-0301-5,20,
Logan-Sprenger and Mc Naughton,2019,10.1080/15438627.2019.1627546,,11
"Lorenz, Spada, Sander, Riedel-Heller and Hegerl",2019,10.1016/j.jpsychires.2019.06.022,184,58
"Stephenson, Tolfrey and Goosey-Tolfrey",2019,10.3389/fphys.2019.01214,21,7
Trbovich,2019,10.1310/sci2501-74,3,
"Trbovich, Koek and Ortega",2019,10.1038/s41394-019-0194-8,16,
